id,penalty,l1_ratio,alpha,max_iter,random_state,n_jobs,n_samples,n_features,n_classes,n_informative,flip_y,time,my_time
199,none,0.6292445618431122,0.0001,781,974,1,703,1130,3,8,0.00479370202774675,2.2772810459136963,1.729218
200,elasticnet,0.43981124252806236,0.0001,788,264,8,965,804,2,7,0.010796368111808896,4.2321617603302,3.104147
201,none,0.38181673953432094,0.01,300,245,8,206,1341,7,8,0.03264228235937634,0.2058713436126709,0.118499
202,none,0.1702093845288622,0.01,761,828,-1,1198,587,10,9,0.02056712770099589,1.210453748703003,1.589528
203,elasticnet,0.7506880152633376,0.001,489,22,8,1026,252,3,8,0.07544834849183918,1.5060689449310303,0.825386
204,l1,0.8591389931905178,0.0001,728,309,8,384,715,4,10,0.029505997525248674,1.3054633140563965,0.93528
205,elasticnet,0.4295577522720547,0.001,884,330,-1,179,1382,3,10,0.0668309470904093,1.7083375453948975,1.344907
206,l2,0.3348326267263804,0.0001,301,970,8,984,1299,6,8,0.03460422461749979,0.6061618328094482,0.605083
207,none,0.16587356671576725,0.0001,536,966,4,1077,714,7,10,0.07479540450556216,1.1051642894744873,0.969309
208,l2,0.4443395482743877,0.0001,436,901,8,1253,899,5,11,0.043947201381904936,0.7074253559112549,0.780781
209,none,0.21420062856665423,0.01,836,843,-1,124,1364,2,7,0.024646386475930628,0.17374348640441895,0.148621
210,l2,0.5131784596913458,0.001,441,590,8,659,892,7,10,0.02344259356858497,0.40451645851135254,0.445401
211,none,0.12638957622863148,0.001,454,0,8,435,1088,6,10,0.08176526588622468,0.3041980266571045,0.333053
212,none,0.8188461465074759,0.001,580,440,-1,1123,1304,5,9,0.09853672927430478,1.211944580078125,1.221444
213,l1,0.29688791031094597,0.01,486,881,8,872,459,5,9,0.027269985955279564,1.4066367149353027,1.247074
214,l1,0.7117987054728883,0.001,976,890,1,877,1239,7,8,0.0816200198024904,41.099969148635864,36.918234
215,l1,0.827761686923248,0.001,790,634,4,1231,1119,5,8,0.08610066034887953,12.124454498291016,11.710169
216,l1,0.32940324106634866,0.001,994,826,4,129,410,10,9,0.009375232873258688,1.0036897659301758,0.622478
217,elasticnet,0.682297932035133,0.001,907,766,8,964,385,10,11,0.010855684028833412,5.414001941680908,4.733183
218,none,0.2887290985025336,0.01,131,75,-1,546,909,9,8,0.05768657483675012,0.20639276504516602,0.226421
219,elasticnet,0.8270556592617604,0.001,269,549,2,1172,505,2,9,0.0017068346111223653,1.0941917896270752,0.853233
220,l1,0.6561880718714065,0.0001,125,866,8,643,1099,10,9,0.06992101848322292,1.106264591217041,1.473978
221,l1,0.40872898008363956,0.01,162,58,2,1250,765,6,9,0.08967714034787568,3.009803056716919,1.8881
222,l2,0.5067299102164502,0.01,929,902,1,1377,758,8,9,0.00625572075128349,9.905338764190674,7.224484
223,l2,0.2789377639520625,0.0001,960,413,8,1192,878,8,7,0.014781465982586152,1.708986759185791,1.402254
224,elasticnet,0.22678993681151668,0.001,844,441,2,1015,1108,9,9,0.08206703007227559,29.54931640625,20.03738
225,l1,0.852563818222324,0.0001,175,180,-1,912,1339,3,9,0.02624161927682339,1.3102409839630127,1.105246
226,none,0.401610099454231,0.01,475,452,1,513,442,9,12,0.01118796084026409,1.2841169834136963,0.921792
227,none,0.5596441292585953,0.0001,753,803,1,309,1192,4,8,0.09065256463588917,1.3536787033081055,0.983894
228,elasticnet,0.4941388653420732,0.01,214,646,2,1045,1332,5,6,0.024754634401136157,6.013674259185791,4.386408
229,l2,0.5289459017296293,0.001,533,293,8,647,1131,4,6,0.05992758696653432,0.6070518493652344,0.45185
230,l1,0.791422268135568,0.0001,554,985,-1,187,440,6,7,0.004922048076479069,0.3080265522003174,0.319402
231,elasticnet,0.7620186054268553,0.001,634,192,1,594,383,10,8,0.06459006549732603,10.086698532104492,7.202535
232,elasticnet,0.32499143094942706,0.001,685,470,4,746,675,8,10,0.08226100528987083,5.210977554321289,3.708711
233,elasticnet,0.21763248948414635,0.0001,260,580,1,1215,1380,8,11,0.07287169135969516,24.66118860244751,22.117496
234,l2,0.24185378749125494,0.001,156,580,8,100,1260,9,8,0.08913541076492594,0.10482621192932129,0.114221
235,l1,0.18304183022480489,0.01,340,21,8,815,1164,8,11,0.0384448810865959,2.2075717449188232,2.721788
236,l2,0.7556315433172911,0.01,639,295,8,335,621,3,5,0.09986641339051534,0.20424723625183105,0.217559
237,none,0.5139094610201376,0.01,901,547,2,1030,373,2,8,0.048922753432429356,0.5062339305877686,0.381214
238,elasticnet,0.6241985099912714,0.001,428,470,2,774,1254,7,8,0.04268408833321339,11.620301961898804,9.302442
239,none,0.1639336340184217,0.01,876,139,2,975,608,3,9,0.016329502963466337,1.6052749156951904,1.164235
240,none,0.4378668081553493,0.0001,997,345,4,1124,629,7,8,0.012504928632228485,1.9061775207519531,1.476575
241,elasticnet,0.3057990668918823,0.0001,916,338,2,925,387,9,10,0.09620469598108712,12.821562051773071,8.609151
242,none,0.304947180015529,0.01,414,809,1,921,1317,9,9,0.01941309015868642,5.6942057609558105,4.199345
243,l2,0.5563951116641057,0.0001,672,910,4,584,1269,9,9,0.08666837789869473,1.906991958618164,1.471605
244,elasticnet,0.23295656150307967,0.01,524,638,4,477,959,5,8,0.06684093753401638,3.208259344100952,2.476325
245,elasticnet,0.491496469397505,0.01,177,283,2,325,1076,6,7,0.06326520936197075,1.4044926166534424,1.046236
246,l1,0.4220982957581634,0.01,289,156,-1,1116,618,8,12,0.0868976390826216,1.6126224994659424,1.777574
247,none,0.5967724933250568,0.01,826,12,4,170,989,5,7,0.025267532813844654,0.40309977531433105,0.315858
248,l1,0.10125369711569726,0.01,269,491,2,225,1031,10,7,0.03212877653580224,1.9045636653900146,1.355258
249,l1,0.479688217914091,0.01,402,769,1,227,1065,5,8,0.06099127073355044,2.6705803871154785,1.768916
250,elasticnet,0.35371964181701265,0.001,285,606,2,954,1054,7,10,0.09507271734912803,8.015925884246826,6.140204
251,none,0.3742752540726191,0.01,221,52,-1,917,1086,9,9,0.07455569603939478,0.5120449066162109,0.567408
252,elasticnet,0.4635485868983472,0.01,797,247,1,1150,1118,2,10,0.09493341260986754,6.408285140991211,5.045342
253,elasticnet,0.3004523922154627,0.001,581,901,8,1282,1216,7,9,0.010937389921551367,6.920648097991943,8.107313
254,elasticnet,0.35980471379981394,0.001,944,130,4,482,296,5,9,0.08217605011663195,2.0074875354766846,1.747736
255,elasticnet,0.2264558801038973,0.01,790,10,-1,650,1002,5,7,0.021207102667675594,3.714507579803467,3.730275
256,none,0.7373226438911423,0.001,434,439,8,691,532,8,10,0.029941709589633925,0.3045535087585449,0.336826
257,l1,0.8817664682012074,0.0001,312,708,2,1280,737,5,7,0.05111494580898149,5.111081123352051,4.65028
258,l1,0.7414253077402189,0.01,386,29,4,1223,642,2,7,0.06482461459662102,1.707395076751709,1.344872
259,l2,0.46568034388129564,0.01,857,511,4,1290,1002,7,7,0.018407257715931914,2.9107913970947266,2.726058
260,elasticnet,0.12019750383336324,0.001,497,394,4,575,1328,8,10,0.05868900388130765,5.612550735473633,5.378638
261,l1,0.11794886556197773,0.001,995,909,-1,270,1327,2,8,0.058592147386001464,1.9778504371643066,2.329153
262,none,0.5669115291181288,0.0001,868,106,4,633,216,3,7,0.09734830952282954,0.3043069839477539,0.21057
263,none,0.20929653002654833,0.01,787,323,1,679,182,3,8,0.0959619809575367,0.5520660877227783,0.388327
264,l2,0.35307552676047504,0.01,450,434,2,1269,343,5,9,0.07315888702268504,1.1040410995483398,0.848868
265,l2,0.18934434504896513,0.01,496,541,1,442,334,10,9,0.0008492288218113875,0.983980655670166,0.733023
266,l1,0.59797887154521,0.01,686,405,-1,186,1237,5,7,0.09354973305716424,1.0108294486999512,0.820776
267,l1,0.4704882656236645,0.001,371,12,8,1287,152,7,8,0.04748671775758326,1.0045750141143799,0.736105
268,l2,0.4026483851303678,0.01,980,872,2,1050,421,2,7,0.009523007059851853,0.7244291305541992,0.521285
269,none,0.8415627993817093,0.0001,350,426,1,410,1282,6,6,0.08628058266744192,1.3476471900939941,1.049448
270,none,0.48294236843665084,0.001,571,705,1,1058,755,6,11,0.06373081470137716,3.4402260780334473,2.589722
271,l2,0.28976935303122964,0.001,642,103,1,132,1095,2,7,0.034140960806704514,0.11531758308410645,0.091516
272,none,0.290711578598398,0.0001,865,667,2,463,1206,4,8,0.011732969436733876,1.2047507762908936,0.950981
273,elasticnet,0.6070929300631476,0.001,456,205,-1,792,1252,7,10,0.019406299895639734,3.415499210357666,4.59885
274,elasticnet,0.27076392890265377,0.01,506,484,1,1038,384,6,8,0.005484921931283604,9.34761643409729,6.509965
275,l2,0.8016372832322032,0.01,331,207,2,1040,837,9,8,0.0832770037182717,1.906282663345337,1.47873
276,elasticnet,0.3410895281322566,0.0001,382,626,8,857,613,3,5,0.07119610728760897,1.6065566539764404,1.142671
277,none,0.16217029306743563,0.001,990,818,-1,223,281,9,10,0.059626819204740035,0.20554304122924805,0.213451
278,l2,0.7421305922218434,0.01,994,67,4,1221,867,3,8,0.06898387521588688,1.4059484004974365,1.195948
279,none,0.5428354044271027,0.001,857,400,2,720,877,8,7,0.09447414192556217,2.706568717956543,2.086693
280,elasticnet,0.37006429030090404,0.0001,502,444,4,642,536,7,11,0.0030504106830564707,2.8067479133605957,1.966711
281,l2,0.7932457483607256,0.01,161,165,1,724,1252,6,10,0.048997136881417526,1.0782709121704102,0.86329
282,l2,0.888371033591307,0.0001,653,458,8,476,561,8,12,0.04659306468654552,0.4034078121185303,0.323262
283,none,0.273856936046565,0.001,309,834,2,908,922,5,9,0.018996851175348575,1.0041821002960205,0.758936
284,elasticnet,0.893769015147983,0.0001,995,351,8,1081,203,10,12,0.07519728054515805,4.71092677116394,3.607174
285,elasticnet,0.6947504927067045,0.01,830,655,8,301,713,10,12,0.01263264695467451,2.707641839981079,2.878833
286,none,0.3937814494377745,0.001,109,566,1,154,1315,9,9,0.0027781536428967304,0.24669694900512695,0.220297
287,l2,0.6657638687903863,0.01,414,961,4,1394,770,9,10,0.05843562809303411,1.8063786029815674,1.604696
288,l1,0.565157465926624,0.0001,812,952,4,708,1112,7,11,0.07226587919070869,7.816357374191284,8.502268
289,elasticnet,0.17043416812498818,0.01,167,519,1,1389,625,6,9,0.011751208713035333,6.375456094741821,5.105067
290,l2,0.19910843365281325,0.0001,357,297,8,902,949,7,10,0.05810736804449959,0.6047630310058594,0.453556
291,elasticnet,0.49801393298119023,0.0001,610,409,-1,1001,157,3,7,0.038333314153820276,1.3098995685577393,0.732305
292,elasticnet,0.7234943743247965,0.001,656,974,8,627,1157,6,8,0.06068622786768934,3.710609197616577,4.452829
293,l2,0.1381575558835464,0.01,422,937,-1,553,599,9,9,0.006985513027771173,0.30914926528930664,0.435346
294,l1,0.4297451685054753,0.001,121,139,-1,940,1326,8,9,0.09947626893994249,1.1112680435180664,1.728398
295,elasticnet,0.6854241281600014,0.01,454,532,4,589,439,6,8,0.08653268778933523,1.9060955047607422,1.55184
296,none,0.294462618487081,0.0001,341,716,-1,1078,347,3,6,0.01921953972273034,0.3091905117034912,0.23604
297,l1,0.33596977281954654,0.0001,757,197,-1,1372,796,2,7,0.07157965539802404,4.49704384803772,3.766541
298,elasticnet,0.673572848031311,0.0001,835,235,1,1143,759,3,9,0.06058234413802313,15.099241256713867,11.231351
299,none,0.3766170269134569,0.0001,217,6,-1,641,1030,4,7,0.08338068697092665,0.2102820873260498,0.243777
300,elasticnet,0.783731427812063,0.01,551,995,8,1279,1042,10,11,0.0014054347608064234,10.723672866821289,12.844057
301,l1,0.8929940187822996,0.01,711,396,1,680,230,5,9,0.002277423417970426,3.3391995429992676,2.37515
302,l2,0.49163580209341495,0.001,440,458,2,567,1110,7,8,0.08183916519763255,1.4051663875579834,1.169231
303,elasticnet,0.8157758952494095,0.01,201,319,2,1079,355,8,9,0.02946286297540296,2.706287145614624,1.776773
304,l2,0.13428257737603577,0.001,750,813,1,754,1175,2,5,0.029415200936797805,0.8141829967498779,0.633531
305,elasticnet,0.6130167540641583,0.01,258,227,8,937,804,2,10,0.0036619095942241556,1.319390058517456,0.997778
306,l1,0.28146671508990095,0.0001,892,700,-1,738,1096,7,9,0.036222650451647055,4.615325689315796,7.424364
307,l2,0.8770809306518798,0.0001,641,668,4,974,383,6,10,0.042383715188311626,0.8038468360900879,0.844209
308,none,0.39257829477204353,0.0001,344,386,4,553,451,9,9,0.0035973409701259285,0.4029982089996338,0.327829
309,elasticnet,0.23906306414749423,0.001,842,277,8,1282,1168,4,9,0.04089889326004847,9.021778106689453,7.901965
310,none,0.3936962539328952,0.001,683,171,-1,281,131,8,9,0.05754966402390399,0.10911059379577637,0.110349
311,none,0.2471423216513241,0.001,359,77,-1,704,984,6,8,0.0015577117304048872,0.40781188011169434,0.45458
312,l1,0.5798505410494261,0.0001,681,334,2,374,206,3,7,0.02733149475674942,0.7026870250701904,0.525231
313,l2,0.6524324083374989,0.001,551,526,2,388,583,2,7,4.664195609896949e-05,0.15784263610839844,0.155432
314,none,0.1347345194223551,0.001,672,484,1,406,257,5,10,0.026960179548669274,0.48004722595214844,0.418349
315,l2,0.346099398002955,0.0001,160,662,4,408,1124,7,8,0.001384157303750222,0.20374798774719238,0.237956
316,elasticnet,0.4625856007637138,0.01,702,958,4,839,675,4,9,0.0699976689191069,2.907172679901123,2.698737
317,l1,0.8473499970648505,0.01,751,121,4,1158,277,7,9,0.0779796575919256,3.808417558670044,2.575426
318,none,0.12337379438792057,0.0001,240,861,-1,805,778,4,8,0.08969990688958483,0.20712995529174805,0.253951
319,elasticnet,0.34906280520256827,0.0001,252,201,1,660,1154,6,9,0.07308287130617731,7.969527244567871,7.055583
320,l1,0.5404236095515215,0.0001,815,456,1,720,1296,7,7,0.020566393554355668,29.963656187057495,26.447144
321,l2,0.6978774744188101,0.001,976,651,-1,426,612,9,7,0.06213014903320076,0.5096817016601562,0.627941
322,l1,0.8277207207024059,0.001,980,456,4,282,1382,7,10,0.024003016763723864,4.509458303451538,3.919379
323,l2,0.6229483573021246,0.001,920,580,8,430,474,5,6,0.03787266902378861,0.3040196895599365,0.219289
324,l1,0.22875502642809797,0.0001,260,438,4,472,1179,2,7,0.05377571862272284,0.8039419651031494,0.721283
325,l2,0.6650284602794916,0.0001,105,791,8,259,256,3,9,0.05774604982596381,0.10342025756835938,0.113901
326,elasticnet,0.6280542001909358,0.001,440,100,-1,1253,1162,10,9,0.011787753667359535,5.124667406082153,10.733683
327,none,0.16793945589757975,0.001,304,277,-1,1101,183,3,8,0.07795426034409479,0.20732545852661133,0.217814
328,none,0.7904174928373668,0.001,140,307,4,898,113,3,5,0.010081868954371298,0.1024477481842041,0.115996
329,l2,0.27819967629118186,0.0001,531,153,2,1061,155,2,6,0.0023312922426452776,0.17177677154541016,0.147443
330,l1,0.6705239015658913,0.0001,184,805,4,237,597,7,11,0.07040848484549492,0.40271973609924316,0.317472
331,none,0.16094629337374436,0.001,446,208,2,271,1022,3,8,0.07027934587449979,0.40247154235839844,0.326411
332,l1,0.8122753683025937,0.0001,117,225,-1,392,126,3,10,0.025006391370166248,0.10712695121765137,0.112252
333,elasticnet,0.730113493115685,0.0001,429,32,4,594,998,2,6,0.08310802932094025,1.7584598064422607,1.400876
334,elasticnet,0.7513742079445597,0.001,142,17,-1,173,110,8,7,0.09344655238863862,0.10924029350280762,0.109288
335,l1,0.7625241301717095,0.0001,751,984,2,397,936,3,8,0.014940994224050897,3.2075228691101074,2.874253
336,l1,0.2553200077692831,0.01,942,676,2,1325,1302,8,11,0.07236516193723701,38.472805976867676,29.106338
337,l2,0.8688677489472585,0.01,357,728,4,158,1342,6,11,0.08697389094847918,0.20317959785461426,0.21735
338,l2,0.26836231888155115,0.001,938,875,1,293,397,4,11,0.00969304973844366,0.5697216987609863,0.415362
339,none,0.8857301305357054,0.0001,939,339,8,1010,818,9,11,0.07746203160047904,2.0080931186676025,1.805774
340,elasticnet,0.2906116517580702,0.0001,384,691,1,770,650,6,7,0.09586295258861327,8.024935483932495,5.734343
341,elasticnet,0.6319839012350307,0.0001,249,733,-1,549,1297,7,8,0.06320250629060258,1.4104876518249512,1.772902
342,l2,0.8224979492285563,0.0001,115,269,1,568,808,6,8,0.013674741713633276,0.40064549446105957,0.32022
343,none,0.12173827726784472,0.0001,149,137,2,852,172,4,9,0.005317384156957605,0.2021479606628418,0.112482
344,l1,0.87023868983522,0.01,130,318,1,1255,296,3,10,0.09444688258697366,0.9047751426696777,0.581227
345,none,0.7663064356635404,0.01,442,649,1,480,816,5,9,0.019681677951982515,1.0741910934448242,0.802257
346,elasticnet,0.18381445540432884,0.001,736,499,8,1343,313,10,9,0.09064271006525924,5.612504005432129,4.610679
347,l1,0.3566383190781113,0.01,994,219,-1,1185,1016,6,9,0.013481368699235774,7.623729944229126,9.676358
348,l1,0.43802323551168443,0.001,919,779,2,191,225,3,8,0.016894434260313253,0.5031282901763916,0.417346
349,l1,0.45696532606323925,0.0001,156,992,-1,650,1026,7,8,0.004895977998115597,0.7105212211608887,1.280314
350,l1,0.11247524206153639,0.01,947,356,2,868,544,10,10,0.06505927102709748,14.723936080932617,8.353187
351,elasticnet,0.30117683730137257,0.001,422,210,4,658,1100,10,9,0.05156818228139925,6.8144919872283936,5.546249
352,l1,0.4829949829075927,0.001,473,741,2,335,685,4,9,0.021545680512527955,1.404172658920288,1.030138
353,l1,0.27441895629528257,0.001,304,903,1,638,171,4,9,0.009661836769328726,1.1008071899414062,0.785989
354,elasticnet,0.32215862197214423,0.001,966,645,-1,356,848,5,7,0.0260638369967388,2.311634063720703,2.06992
355,none,0.10314356491405788,0.001,755,902,-1,1320,1318,4,6,0.031493107493504056,1.7136635780334473,1.567302
356,elasticnet,0.32043419303893944,0.001,354,736,4,862,814,9,12,0.03617376044846943,5.311689138412476,4.760869
357,elasticnet,0.8018037627986389,0.001,222,531,1,808,1309,4,10,0.09046913777976867,6.488284349441528,5.502343
358,elasticnet,0.4955511361574073,0.0001,306,696,8,615,397,9,9,0.01729949083660375,1.1051735877990723,1.152115
359,l1,0.8921512080230458,0.001,637,142,-1,972,1203,2,8,0.044198219235757966,4.201068639755249,4.388784
360,l2,0.8706856984160009,0.001,689,9,1,1178,345,2,7,0.06315376876645123,0.5060389041900635,0.400628
361,l1,0.39568666195695645,0.01,296,23,4,1161,1328,3,9,0.05861914410150332,2.8105199337005615,2.435962
362,l2,0.1857381395979233,0.001,829,311,2,624,435,2,6,0.08785592486847067,0.29213786125183105,0.236952
363,none,0.8407893306741874,0.001,296,751,1,1063,1129,8,11,0.050294719947183576,3.606372356414795,2.775884
364,none,0.23234391861456638,0.0001,925,364,4,762,365,7,9,0.04148809510446336,0.9039442539215088,0.73178
365,l2,0.8784090455180803,0.01,419,538,8,454,852,7,10,0.035148611398506883,0.30399155616760254,0.330549
366,l1,0.8680185642406403,0.001,696,319,1,255,411,4,10,0.025839971254467665,1.6179778575897217,1.307182
367,l2,0.6405070768051574,0.0001,612,713,-1,330,284,9,9,0.07505295572735246,0.2082509994506836,0.210539
368,none,0.23400417867612966,0.0001,729,491,2,937,152,3,10,0.08440456320806049,0.5024421215057373,0.429708
369,elasticnet,0.1647194557689149,0.001,570,132,4,547,946,2,9,0.028852088291787703,2.042329788208008,1.72658
370,l2,0.7172333815870092,0.0001,143,348,8,1397,207,5,10,0.03702253877541555,0.20519495010375977,0.121291
371,l1,0.8184978617319486,0.01,925,326,2,1074,537,4,9,0.043891219431037166,7.413642168045044,7.241391
372,elasticnet,0.8046443510631133,0.01,625,304,2,642,510,5,9,0.07461348796240963,4.509355545043945,4.414256
373,elasticnet,0.4211241404004118,0.0001,165,860,4,1249,1147,9,10,0.09402867194385355,5.113521099090576,5.028312
374,l1,0.7055314615607798,0.001,696,341,2,638,414,8,8,0.04301991709325692,4.909555435180664,2.792242
375,l2,0.8114095334036745,0.01,638,404,1,854,1136,7,11,0.01651915274151323,5.338888168334961,3.932715
376,l1,0.5606009648900027,0.01,490,95,1,1226,1061,5,8,0.08322597552573444,18.0146803855896,14.092903
377,none,0.6580724129439074,0.01,805,840,1,1271,449,5,7,0.003503250354550536,3.8945271968841553,2.71181
378,elasticnet,0.43032465292560695,0.0001,171,97,-1,660,130,4,9,0.08012222366086626,0.21091556549072266,0.110139
379,l2,0.430765266645579,0.01,385,791,1,515,409,7,11,0.009121719518884108,0.7459073066711426,0.550241
380,l1,0.5376868971087058,0.0001,204,211,1,171,665,3,10,0.08030529053345958,0.3849201202392578,0.246858
381,l1,0.32655536403153707,0.001,997,399,1,878,1343,3,7,0.06416850382812882,19.295623302459717,12.105106
382,l2,0.3907024665724035,0.001,538,719,2,148,781,9,7,0.016063999206712986,0.4022350311279297,0.314967
383,l1,0.3651494651360644,0.001,629,349,4,117,666,4,9,0.09752997374898056,0.40267086029052734,0.210624
384,l2,0.8084199623181095,0.001,317,719,2,1357,661,8,9,0.02823113527482425,1.8063054084777832,1.276326
385,none,0.5195664530699226,0.01,633,20,2,461,1022,2,9,0.01993745388741938,0.3662705421447754,0.289248
386,none,0.38255642414999536,0.01,701,493,2,1310,1363,6,8,0.0968261983721105,5.315027475357056,3.881869
387,l1,0.4281734574949223,0.001,152,935,-1,854,158,7,10,0.03374963926609966,0.3096914291381836,0.221583
388,l2,0.2765672152665779,0.001,663,399,8,799,1061,9,9,0.09154811124803204,1.5070545673370361,1.273795
389,l1,0.45343710006950466,0.001,833,47,4,454,1063,4,9,0.037097373549678694,2.5068702697753906,2.277959
390,l2,0.33192476026556283,0.0001,441,206,4,136,761,8,8,0.07264435316324001,0.20246434211730957,0.112548
391,l1,0.6313058916541832,0.01,623,207,1,898,438,6,9,0.03405744048773198,8.424505710601807,5.141394
392,none,0.5842715684943193,0.0001,460,412,8,125,147,7,10,0.0603838722158782,0.10327458381652832,0.111614
393,elasticnet,0.266942972734787,0.01,419,589,1,689,669,3,7,0.007094611940394524,3.711245536804199,2.666729
394,elasticnet,0.7994462003081756,0.01,857,324,2,842,483,2,8,0.06291723130721599,2.339582681655884,1.660191
395,none,0.14792518946251898,0.0001,268,751,4,1122,1300,5,8,0.05096523164278297,1.005507230758667,0.822042
396,l1,0.24518364939272558,0.0001,362,53,2,1096,1126,3,8,0.08538191975863597,5.111740589141846,4.786429
397,none,0.283562997049592,0.01,789,566,2,420,1345,7,10,0.0852418300386026,2.2062249183654785,1.685583
398,l2,0.5359668563151643,0.01,691,46,8,1210,679,8,8,0.02651132597168353,1.0063462257385254,0.863288
399,l2,0.3975316231588546,0.001,400,515,1,756,632,2,6,0.07997464200198151,0.2429218292236328,0.208743